logical_group,canonical_group,physical_run,alias_of,object,seed,run_name,run_signature,model,model_revision,input_size,total_steps,batch_size,learning_rate,weight_decay,train_total,train_real,train_synthetic,train_real_defect,train_synthetic_defect,test_total,dice,miou,pixel_auroc,aupro,peak_vram_gib,training_seconds,model_sha256,data_manifest_sha256
std_aug,std_aug,true,,pcb1,43,m18_std_aug_pcb1_seed43,8f0746333748a0653e456fd57659afa5f38843ae34d8ad39d47168f42085ec94,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,612,612,0,10,0,442,0.4990859649924592,0.6660714506123413,0.9384689818494227,0.6109330682668496,1.01470947265625,251.08201923199977,32d810f7fa37ef7024ea7070c7e5d9c669e0d7ee553f430fde052924accddb59,afa61ce71bd5f98668b702a6f03cd89d06a7dfefabeb3b083f44e548e721982f
unfiltered_syn,unfiltered_syn,true,,pcb1,43,m18_unfiltered_syn_pcb1_seed43,cad64d9678a8efd74187618710d186b2abf2c28c3a3f16478b84a5d0a0c32393,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.4997431379637567,0.8850849354951309,0.5197251698227945,1.01470947265625,232.68284405699978,64027b9e5306941690e43b30212eb5f89c1caeeaec5677c3f167baad4caf9aec,aede13f3c7f09d5941a2a166b15bc4d27a29ec8c579df039f5eaf263df7e74bd
filtered_syn,filtered_syn,true,,pcb1,43,m18_filtered_syn_pcb1_seed43,5fdd0cc5e53ccf7e2f01697b0ffbf615d39b4112c5ac3ace2deaf00ea44b273a,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.49970575910887566,0.8959103494522416,0.5518437834195058,1.01470947265625,231.41741507200004,678a7e99769ffbcaf92c346ced068925421fa2c414df7ea8be7b97fe6ca28d64,022d4a3965c16066d5662ca9263b94326f5b1d0a115dd4b3c1ca983c2e1cdfdf
full_real,full_real,true,,pcb1,43,m18_full_real_pcb1_seed43,f7eac6ae4c1f8dcc08d4b40fc7ce311a56311780f3f62c950d557dd44b9d3541,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,662,662,0,60,0,442,0.6868225800936848,0.7613535656340813,0.9733384769734591,0.8667140180799384,1.01470947265625,193.3964405480001,72e8429c950b9f1db972f7f6d2d943ab9e37ef904ccb09e16cc53ff41384d7ba,afb2801d01f1f83d8d96c7013a971f3a5be189650d7ea405aa95259de94fec69
procedural_only,procedural_only,true,,pcb1,43,m18_procedural_only_pcb1_seed43,5d80f1731c24aaaf0b87e77666a95d76aa3ad5b61db7031c733b80a62b2586cf,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1102,602,500,0,500,442,0.1620253164556962,0.5437643065744373,0.7899889151895734,0.5266750204611155,1.01470947265625,233.6897428379998,1ee0776dc41dafa80349fba84bd99cdc09b99ed77008062f8e2db7135d5eb7c9,44cc12182fbf9800419658fe2d342835e658c5a5f4e4dc416c920b2e73f107ee
copypaste_only,copypaste_only,true,,pcb1,43,m18_copypaste_only_pcb1_seed43,302ad01c9a066b8dbf93f3faeac1d1b38a160071fe889b7c1b2c5b9064b30288,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.4997431379637567,0.891284982262153,0.48496125343573393,1.01470947265625,232.721618691,f94c466b918098a2f36f8681bb79b545c0f3538398a2019b53322185ae71fd15,2f5c75d52f383f40e8152385d1f2b4226b95fc6c1db01f6613d5bacd1790cb26
diffusion_only,diffusion_only,true,,pcb1,43,m18_diffusion_only_pcb1_seed43,d861661e10652317690b150be25fa74f4dd4e95a6170d38b5a68334f627aed8b,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.4997431379637567,0.8009478100661283,0.39713837437186444,1.01470947265625,233.45554545100003,01fbbe6d88eddea6545a276abcb2d686d4a92a814cb7942716def3235d8b1496,df31b21f97cbf015d563ec56c3335fd63c2c9c1e66c7a41d4c233933129ac1d1
all_mixed,filtered_syn,false,filtered_syn,pcb1,43,m18_filtered_syn_pcb1_seed43,5fdd0cc5e53ccf7e2f01697b0ffbf615d39b4112c5ac3ace2deaf00ea44b273a,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.49970575910887566,0.8959103494522416,0.5518437834195058,1.01470947265625,231.41741507200004,678a7e99769ffbcaf92c346ced068925421fa2c414df7ea8be7b97fe6ca28d64,022d4a3965c16066d5662ca9263b94326f5b1d0a115dd4b3c1ca983c2e1cdfdf
real_only,real_only,true,,pcb1,44,m18_real_only_pcb1_seed44,6fe2dcb6837a2327f9691dd1e8f82647327a008148c15ea311abc8abe708d006,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,612,612,0,10,0,442,0.334983994965938,0.6003850226743668,0.9296019334065173,0.5729546877617028,1.01470947265625,193.5693019169994,e62d0eb89b5452d29e52f4473dfe8579c1ff3422f2168992322211457e12440a,6e7e09cc95b665a185089ce4ce84b1982b5f9db77dba4eda34b905bd0f708334
std_aug,std_aug,true,,pcb1,44,m18_std_aug_pcb1_seed44,c9954e99600fef80b2843e7fa6d7a17b43d4a45eb504649a1471493d8b85c930,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,612,612,0,10,0,442,0.34821941020525293,0.6052014399411294,0.9246561345236911,0.6351616774733511,1.01470947265625,250.54997778799952,f12296e1af953a285faec3b49ab3f4381d2ee34ea8fe6c41548b0db68eabb2ad,afa61ce71bd5f98668b702a6f03cd89d06a7dfefabeb3b083f44e548e721982f
unfiltered_syn,unfiltered_syn,true,,pcb1,44,m18_unfiltered_syn_pcb1_seed44,ed12bd26d6e794ec8cb73036b06e75c2cd7c933a07585c530a04d013a3020eb5,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.4997431379637567,0.9066352973187357,0.6086927441075967,1.01470947265625,234.14198808999936,b6d2b4cd2874dcc892efbdfdde40895c9e0282581ad8011bfe88dd39a56d3647,aede13f3c7f09d5941a2a166b15bc4d27a29ec8c579df039f5eaf263df7e74bd
filtered_syn,filtered_syn,true,,pcb1,44,m18_filtered_syn_pcb1_seed44,dd92d3a71fb8467c9ebd6dff860a87674e414955487d63b7c04bd10e9d909557,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.06929075697097971,0.5176616323938769,0.884576282307786,0.681095688084811,1.01470947265625,233.74853286300004,7662247702ed2c60f736400d0d62c9e466d7898f28882a6a186f1f6b42fdd724,022d4a3965c16066d5662ca9263b94326f5b1d0a115dd4b3c1ca983c2e1cdfdf
full_real,full_real,true,,pcb1,44,m18_full_real_pcb1_seed44,2563ab9692ffbe6435cceb6288855da3b29833e53d4fe79c0b2a17ac25c2c24f,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,662,662,0,60,0,442,0.6530377496601485,0.7422680842687851,0.9355089001628049,0.640109162966472,1.01470947265625,193.44676939300007,c47ad72dd2f2163aa880c7ad0d3b253db27e1ff860651dc671b82689fff0cb9b,afb2801d01f1f83d8d96c7013a971f3a5be189650d7ea405aa95259de94fec69
procedural_only,procedural_only,true,,pcb1,44,m18_procedural_only_pcb1_seed44,35a16f6de7efc8cd8dc7c132bb96c564e91a42d0c551a25323d2081c8aba9a8e,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1102,602,500,0,500,442,0.2691983911701431,0.5774634986556964,0.8650170934862476,0.6141443809688256,1.01470947265625,234.12672959100018,0261d9c51ccce0bf9cd408de913e6577d9ad206bc970a20d92fde78bceff8d04,44cc12182fbf9800419658fe2d342835e658c5a5f4e4dc416c920b2e73f107ee
copypaste_only,copypaste_only,true,,pcb1,44,m18_copypaste_only_pcb1_seed44,4070d2588a7d8c23226ae05b248e69f791e1840b4b896f48653f3adaa6646605,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.4997431379637567,0.9051714711465433,0.5481341545811144,1.01470947265625,233.5100360560009,9a932da59a2ac4c68a18fc5ad691597ea8b2e8bdb9fe71de1c944ec63b553df7,2f5c75d52f383f40e8152385d1f2b4226b95fc6c1db01f6613d5bacd1790cb26
diffusion_only,diffusion_only,true,,pcb1,44,m18_diffusion_only_pcb1_seed44,8f749e18a10677f28d1d498f177157292b100da17e98f1dc2f6b149181189c05,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.0,0.4997431379637567,0.8523926987398023,0.560684322390083,1.01470947265625,233.7249908850008,a82b1c9a6c30b50f1376ad59020a69d7d81f2eb3bb5988be917b5080b4b88944,df31b21f97cbf015d563ec56c3335fd63c2c9c1e66c7a41d4c233933129ac1d1
all_mixed,filtered_syn,false,filtered_syn,pcb1,44,m18_filtered_syn_pcb1_seed44,dd92d3a71fb8467c9ebd6dff860a87674e414955487d63b7c04bd10e9d909557,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,1112,612,500,10,500,442,0.06929075697097971,0.5176616323938769,0.884576282307786,0.681095688084811,1.01470947265625,233.74853286300004,7662247702ed2c60f736400d0d62c9e466d7898f28882a6a186f1f6b42fdd724,022d4a3965c16066d5662ca9263b94326f5b1d0a115dd4b3c1ca983c2e1cdfdf
real_only,real_only,true,,capsules,42,m18_real_only_capsules_seed42,474773e0b1b2ac3d0774ceb67de689c9ff2c140a8d7898d6986d55a6d48da588,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,371,371,0,10,0,281,0.5957627705114136,0.7118527292506931,0.9857729273879243,0.848775221649169,1.01470947265625,190.018065784,3c9c28d8d8236c3a0ffdebb94ca32feccdc41150c3e0540751afa671df2cecd0,70c6938e794a27be1d27996aa15c1c99a5033eb3c89119d40ba4346d3d696949
std_aug,std_aug,true,,capsules,42,m18_std_aug_capsules_seed42,db17bb99db65f3b540b063c7805b908a00b9349768796ba64cfce1da9a337e93,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,371,371,0,10,0,281,0.0,0.49962395365976353,0.8660863291859695,0.5591203974295269,1.01470947265625,250.55448221000006,31b6cc1a4c630a8c8e6685232e5e62332984f3056ffda9871162732fe10487ea,42114d2831972318531b8811ba77a33ea4c277b77fc1fa0c4d6380c085ec1cdf
unfiltered_syn,unfiltered_syn,true,,capsules,42,m18_unfiltered_syn_capsules_seed42,49ac9980da712f3fafa139c1c35831018d52209d73606fdb795effb199ca6443,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.49192781394568724,0.1666301117599849,1.01470947265625,234.3401846920001,4efb93be0bae223c81c3a04257e9955a051141e9c5a94d5c4b115ef308d63d42,f0b6e91c8fa6c7a50646b02c89ff1b77c420e17d77fc926d20333f6f1ad97785
filtered_syn,filtered_syn,true,,capsules,42,m18_filtered_syn_capsules_seed42,7fe1348a00464da16e9ae43dcdb43e2695e62a4b06e0b8b3ac081b22aa0cabd8,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.45702451954937046,0.647653350816465,0.9737402359450872,0.9137250781414354,1.01470947265625,234.3490178059999,e9daf7e3456566fefd863649fdb99384701d3e48be7ab06f4079e699ed244ded,5c78f2c1a0610dd7210d8dcf97e65e735d8be433756b93565356256a3d0fcbce
full_real,full_real,true,,capsules,42,m18_full_real_capsules_seed42,75b3b9fbd73a1b9e842944c60d481053f26425f1a1590bbef914bc6521a56215,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,421,421,0,60,0,281,0.6330528779866044,0.7311504527960176,0.9990569480148784,0.9590810980914699,1.01470947265625,191.0479534609999,9632d2c64d6323e00e382e351d6ad8cc6ddfb4d101e32819e7a07f3351c73450,b286562c3bfd955d90dfdbc4a0f149404e9e91b3ccfec22e09ccd230406dc544
procedural_only,procedural_only,true,,capsules,42,m18_procedural_only_capsules_seed42,d97d43c0771d96fc9416bfad087653587304811c732d82fb31fbb6d8980009e0,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,861,361,500,0,500,281,0.0,0.49962395365976353,0.612695831828606,0.3505565539010738,1.01470947265625,234.96097081599964,b821a3b50c456c9df373d5a0caf37dd7b3f3df5a82cdaa41cfa00ac17f8cddcb,f61d9ad967107b71d433e4c82afc8797c07ef4a17b3debd329c31d6b7d15430a
copypaste_only,copypaste_only,true,,capsules,42,m18_copypaste_only_capsules_seed42,81913e52d47d0baa3cf755a215c44ab9222f2e9bf188d7960259f0f88dbb5335,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.6100648755635377,0.7190967766122796,0.9869033591491194,0.9439804197561812,1.01470947265625,234.2881265699998,c0eafb56b4fd7df33b084573e82a7a48c676e53918351c5fdf72a3369b7b0e02,052a1e3f17a352b2117502d252bbab972236cf2051358ab2aadf5ecb8e320ded
diffusion_only,diffusion_only,true,,capsules,42,m18_diffusion_only_capsules_seed42,b82a426ba8325ce0e62da84726139461659d1c54894abbe35186b7cd868f0a53,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.5177740837745254,0.2556225973228921,1.01470947265625,234.95825767199995,49a74778949f4ad16771636b8411cf0b1a719632f51f05185d318d8e2affd51f,7df5b7a3dbe1c61254a1e05d088837c213d6e8183bea56d29c8a403d38121a9b
all_mixed,filtered_syn,false,filtered_syn,capsules,42,m18_filtered_syn_capsules_seed42,7fe1348a00464da16e9ae43dcdb43e2695e62a4b06e0b8b3ac081b22aa0cabd8,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.45702451954937046,0.647653350816465,0.9737402359450872,0.9137250781414354,1.01470947265625,234.3490178059999,e9daf7e3456566fefd863649fdb99384701d3e48be7ab06f4079e699ed244ded,5c78f2c1a0610dd7210d8dcf97e65e735d8be433756b93565356256a3d0fcbce
real_only,real_only,true,,capsules,43,m18_real_only_capsules_seed43,313e0be908f4f3bec30bca38fe80323456b7587a1ca6ed95b38028335442028a,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,371,371,0,10,0,281,0.4572605801014945,0.6478810111748659,0.9613582414962,0.795976398992001,1.01470947265625,190.53917000399997,cc9a228b0e175269f69589a3d94ef46f4d839af8be56f7ef10776479ee4eba79,70c6938e794a27be1d27996aa15c1c99a5033eb3c89119d40ba4346d3d696949
std_aug,std_aug,true,,capsules,43,m18_std_aug_capsules_seed43,54e2a2c99b804e48465b64a91e3a6d79a95f270f2ec4fdc55013c0b07691057a,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,371,371,0,10,0,281,0.42117040930498817,0.6330785268875803,0.9845660578778473,0.8136771902708471,1.01470947265625,250.9224364319998,cdb769c22c98f87812b615bd304614f0ee57cb3e0bc211484621ee350ae65ebb,42114d2831972318531b8811ba77a33ea4c277b77fc1fa0c4d6380c085ec1cdf
unfiltered_syn,unfiltered_syn,true,,capsules,43,m18_unfiltered_syn_capsules_seed43,46cdf50c5d13bbe8479d66ca3295e5caa405471917fbdcce4d2f1dd167f501ce,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.5735657077282134,0.37525307334127067,1.01470947265625,235.47720174899996,aca27aad906c00f80c11395236c64dd93e4477184592d20b770dbbde30e46043,f0b6e91c8fa6c7a50646b02c89ff1b77c420e17d77fc926d20333f6f1ad97785
filtered_syn,filtered_syn,true,,capsules,43,m18_filtered_syn_capsules_seed43,59e6e5df44bdb772c6a9b3f9ed71a1b8ec26d2e61cafd09682a14d6c1999c627,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.5433633115147402,0.3075775071583578,1.01470947265625,234.99507766700026,fa4aa87adb3a12e895a273d22e54eac3c12b52974e8f821698f972473ff246ff,5c78f2c1a0610dd7210d8dcf97e65e735d8be433756b93565356256a3d0fcbce
full_real,full_real,true,,capsules,43,m18_full_real_capsules_seed43,108a1e1ab628f3a34f306249e71cf0739b4d74a282e3f572606b0254f72e08ce,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,421,421,0,60,0,281,0.7109393417678114,0.7754838470668224,0.9974443037920047,0.9531930151219122,1.01470947265625,191.16392715500024,2e0eef81a29b8ffeeaef1c736938445fb06142754482b1268847762443b94655,b286562c3bfd955d90dfdbc4a0f149404e9e91b3ccfec22e09ccd230406dc544
procedural_only,procedural_only,true,,capsules,43,m18_procedural_only_capsules_seed43,cd41219e98db7912e2ca6029d09e12ff08d71f325e3dc2edb2d67536139a256b,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,861,361,500,0,500,281,0.0,0.49962395365976353,0.5850151337823465,0.29994242661111953,1.01470947265625,236.48890481199942,56f899bdf9380d9c2404f16d366015832871dfe0a48b7159dde599e590492901,f61d9ad967107b71d433e4c82afc8797c07ef4a17b3debd329c31d6b7d15430a
copypaste_only,copypaste_only,true,,capsules,43,m18_copypaste_only_capsules_seed43,70bdfc49295e00dd22cc61f1a269cac7e728d1187b49b7840bdd0c4fe142b7c6,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.9051473869579175,0.8592130154309356,1.01470947265625,234.63741316300002,452c1caf199b7e58d5e3ec006d2b179f78d021947cdbecd903d07a6b6c9fe2c3,052a1e3f17a352b2117502d252bbab972236cf2051358ab2aadf5ecb8e320ded
diffusion_only,diffusion_only,true,,capsules,43,m18_diffusion_only_capsules_seed43,98f61837e1dbb6fa87d146fe5bcd95ffcff7b829670aa3c099a8dadf0b3ad60e,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.5764581932334336,0.2932590886962212,1.01470947265625,234.2553552649997,70e6532ef21ceb768be1de03ed08b7159b3d5705e5e0c1b0be1f586eac82d0c0,7df5b7a3dbe1c61254a1e05d088837c213d6e8183bea56d29c8a403d38121a9b
all_mixed,filtered_syn,false,filtered_syn,capsules,43,m18_filtered_syn_capsules_seed43,59e6e5df44bdb772c6a9b3f9ed71a1b8ec26d2e61cafd09682a14d6c1999c627,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.5433633115147402,0.3075775071583578,1.01470947265625,234.99507766700026,fa4aa87adb3a12e895a273d22e54eac3c12b52974e8f821698f972473ff246ff,5c78f2c1a0610dd7210d8dcf97e65e735d8be433756b93565356256a3d0fcbce
real_only,real_only,true,,capsules,44,m18_real_only_capsules_seed44,43f7853817d458cf18186b98de6a6dc71850632443303d362d5b39ebf5be575c,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,371,371,0,10,0,281,0.5229829429351918,0.6767390898157595,0.9422637916329231,0.7448765715014666,1.01470947265625,191.7400481599998,4000ee6489ef39f671b2919557b67290d3299d00d798362b34905a50c45d79ca,70c6938e794a27be1d27996aa15c1c99a5033eb3c89119d40ba4346d3d696949
std_aug,std_aug,true,,capsules,44,m18_std_aug_capsules_seed44,a292f28d10c15926e24271e8dd8dba4e65372cf9ef3dbdd347d19ab4abc7ebdf,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,371,371,0,10,0,281,0.0,0.49962395365976353,0.8447145923250892,0.5799348820706104,1.01470947265625,250.66635502899953,1dda6800de9f5185c393778ff33505bcb3dcc2d930554f80e02a829af7e49fa4,42114d2831972318531b8811ba77a33ea4c277b77fc1fa0c4d6380c085ec1cdf
unfiltered_syn,unfiltered_syn,true,,capsules,44,m18_unfiltered_syn_capsules_seed44,b8446785c5caf8b09792a631ca83eed9bec5cea27c8e7114159583558c650939,segformer_b0,489d5cd81a0b59fab9b7ea758d3548ebe99677da,512,500,4,6e-05,0.01,871,371,500,10,500,281,0.0,0.49962395365976353,0.5388775970696148,0.17959783363021428,1.01470947265625,235.67164936500012,1f7dcd118b5935f3589d125d33557d45d463f2fb9806ae15287d8bf75f593275,f0b6e91c8fa6c7a50646b02c89ff1b77c420e17d77fc926d20333f6f1ad97785
